url,username,error,errorDescription,inputUrl,id,type,shortCode,caption,hashtags,mentions,commentsCount,firstComment,latestComments,dimensionsHeight,dimensionsWidth,displayUrl,images,alt,likesCount,timestamp,childPosts,ownerFullName,ownerUsername,ownerId,isSponsored,taggedUsers,videoUrl,videoViewCount,videoPlayCount,productType,videoDuration,musicInfo,coauthorProducers,locationName,locationId
https://www.instagram.com/zwift,zwift,not_found,Post does not exist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
