link,title,description,pubDate
https://protriathletes.org/news/blistering-times-at-sub7sub8-and-imhamburg/,Blistering Full-distance Times At Sub7Sub8 And IM Hamburg,Boundary-pushing performances at Sub7Sub8 and Laura Philipp's spectacular IM Hamburg win highlight the excitement of long-course tri racing. The post Blistering Full-distance Times At Sub7Sub8 And IM Hamburg appeared first on PTO .,"Thu, 09 Jun 2022 11:25:02 +0000"
https://protriathletes.org/news/team-sanders-wins-pto-pro-am/,Team Sanders Wins Inaugural PTO Pro Am In Los Angeles,"Team Sanders stormed to victory at the first PTO Pro Am with Haven Shepherd, Lionel Sanders and Paul Felder swimming, cycling and running to cross the tape first in Downtown LA. The inaugural PTO Pro Am showcased the sizzling speed and spectacular strength of PTO professionals, Challenged Athletes Foundation (CAF) athletes and amateur special guests […] The post Team Sanders Wins Inaugural PTO Pro Am In Los Angeles appeared first on PTO .","Sun, 15 May 2022 18:15:50 +0000"
https://protriathletes.org/news/pto-pro-am-los-angeles-how-to-watch-live/,PTO Pro Am Los Angeles – How To Watch Live,"The first-ever PTO Pro Am will take place in Los Angeles this Sunday, 15 May – here’s what to expect and how to watch. The PTO Pro Am will see six of the world’s top-ranked PTO professionals racing an Olympic-distance triathlon alongside Challenged Athletes Foundation (CAF) athletes and special guests including former UFC star Paul […] The post PTO Pro Am Los Angeles – How To Watch Live appeared first on PTO .","Sat, 14 May 2022 02:45:41 +0000"
https://protriathletes.org/news/ryf-and-blummenfelt-move-to-1-in-pto-world-rankings/,Ryf And Blummenfelt Move To #1 In PTO World Rankings,Daniela Ryf and Kristian Blummenfelt take PTO World #1 spots following spectacular performances at the Ironman World Championships in St. George. It was a day of epic racing over the full distance in St George and winners Daniela Ryf and Kristian Blummenfelt were truly next level. With any point score above 100 signalling an extraordinary […] The post Ryf And Blummenfelt Move To #1 In PTO World Rankings appeared first on PTO .,"Fri, 13 May 2022 18:42:20 +0000"
https://protriathletes.org/news/ironman-world-champs-st-george-preview/,Ironman World Championships St. George Preview,"The Ironman World Championship in St. George features a stellar cast of athletes seeking glory. Learn about the contenders in our race preview. The stage is set for the ‘Battle of Champions’ at the Ironman World Championships in St. George, Utah. This is the first time that the race will be held outside the island […] The post Ironman World Championships St. George Preview appeared first on PTO .","Thu, 05 May 2022 14:45:38 +0000"
https://protriathletes.org/news/collins-cup-triathlon-festival/,Full Line Up Of Collins Cup And World Triathlon Events Announced,"The Collins Cup and World Triathlon Multisport World Championships is the ultimate festival of pro racing, age-group events and family fun. Here’s what you can look forward to! Here at PTO HQ, we’re getting seriously excited about our latest announcement – the full line-up of events at this year’s Collins Cup – and how this […] The post Full Line Up Of Collins Cup And World Triathlon Events Announced appeared first on PTO .","Thu, 28 Apr 2022 15:11:17 +0000"
https://protriathletes.org/news/nicola-spirig-to-retire-from-triathlon-after-25-years/,Nicola Spirig To Retire From Triathlon After 25 Years,"Nicola Spirig is undoubtedly one of the most successful professional triathletes to ever compete in the sport and 2022, after 25 years in triathlon, marks her last season racing as a professional. From short to long-course, there are few accolades that Spirig does not have to her name. Olympic gold from the 2012 London Olympic […] The post Nicola Spirig To Retire From Triathlon After 25 Years appeared first on PTO .","Wed, 13 Apr 2022 15:06:29 +0000"
https://protriathletes.org/news/racing-wrap-70-3-oceanside-im-south-africa-challenge-salou/,"Racing Wrap: 70.3 Oceanside, IM South Africa, Challenge Salou","The pro triathlon season jumped into high gear with world-class racing at 70.3 Oceanside plus action at IM South Africa and Challenge Salou. Ironman 70.3 Oceanside Jackson Laundry’s Breakout Win and A Photo Finish For The Ages!  After a tough swim and challenging bike course, Jackson Laundry left T2 in close succession with Ben Kanute, […] The post Racing Wrap: 70.3 Oceanside, IM South Africa, Challenge Salou appeared first on PTO .","Thu, 07 Apr 2022 11:12:26 +0000"
https://protriathletes.org/news/weekend-preview-2-3-april-2022/,"Weekend Preview 2-3 April: Oceanside, Salou & South Africa","This weekend sees the 2022 pro triathlon race season really hotting up across the world with a top field taking on Ironman 70.3 Oceanside as well as serious racers toeing the line at Challenge Salou and Ironman South Africa, the African Championship. Here’s the lowdown on the biggest names who could swim, bike and run […] The post Weekend Preview 2-3 April: Oceanside, Salou & South Africa appeared first on PTO .","Wed, 30 Mar 2022 16:08:28 +0000"
https://protriathletes.org/news/ironman-70-3-world-championship-2021-preview/,Ironman 70.3 World Championship 2021 Preview,"The 2021 Ironman 70.3 World Championship on 18 September features a stellar field of the world’s best triathletes gunning for a slice of the $350,000 prize purse. Back after a COVID-induced break, the 2021 Ironman 70.3 World Championships in St. George, Utah, has a sensational line-up of top-class competitors all hungry to claim victory after […] The post Ironman 70.3 World Championship 2021 Preview appeared first on PTO .","Wed, 15 Sep 2021 14:29:41 +0000"
https://protriathletes.org/news/the-collins-cup-final-matchups-2/,The Collins Cup: Final Matchups,"With the Collins Cup Opening Ceremony and the Match Draft Picks now completed, we finally know who will fight it out in each of the 12 matchups in this historic event. We’re in for some seriously exciting matches once racing gets underway on Saturday with all the athletes from Team Europe, Team US and Team […] The post The Collins Cup: Final Matchups appeared first on PTO .","Thu, 26 Aug 2021 14:25:36 +0000"
https://protriathletes.org/news/the-collins-cup-fantasy-competition/,The Collins Cup Fantasy Competition,"The Collins Cup Fantasy Competition gives you the chance to predict Collins Cup matchups to be in with a shot at winning big prizes. The Collins Cup is coming up this Saturday and as the excitement ratchets ever higher, you can get even closer to the action with the Collins Cup Fantasy Competition. After the […] The post The Collins Cup Fantasy Competition appeared first on PTO .","Thu, 26 Aug 2021 14:17:01 +0000"
https://protriathletes.org/news/team-internationals-guide-the-collins-cup/,Team Internationals Guide: The Collins Cup,"Team Internationals features a roster of talent plucked from across the globe to provide stiff competition at the Collins Cup. Here’s who’s racing on 28 August. With the likes of Lionel Sanders and Paula Findlay, Team Internationals have some of the world’s best – and best-known – triathletes. But they’ve also got the advantage of […] The post Team Internationals Guide: The Collins Cup appeared first on PTO .","Wed, 25 Aug 2021 11:41:47 +0000"
https://protriathletes.org/news/team-us-guide-the-collins-cup/,Team US Guide: The Collins Cup,"With plenty of talent and a born desire to win, Team US should not be underestimated at the Collins Cup. Here’s the full US roster for the big race on 28 August. Team US has been labelled as the underdog in the run-up to the first-ever Collins Cup event. But with a line-up of mentally […] The post Team US Guide: The Collins Cup appeared first on PTO .","Wed, 25 Aug 2021 11:41:07 +0000"
https://protriathletes.org/news/team-europe-guide-the-collins-cup/,Team Europe Guide: The Collins Cup,"Team Europe is looking strong for the Collins Cup – here is the full line-up of women and men line-up who’ll be up against Team US and Team Internationals on 28 August. With both the men’s and women’s PTO World #1 athletes in Daniela Ryf and Jan Frodeno, Team Europe have been favourites for the […] The post Team Europe Guide: The Collins Cup appeared first on PTO .","Wed, 25 Aug 2021 11:30:40 +0000"
https://protriathletes.org/news/weekend-preview-ironman-copenhagen-ironman-70-3-timberman/,Weekend Preview: Ironman Copenhagen & Ironman 70.3 Timberman,"This weekend’s racing sees a crucial fight for men’s Kona slots at IM Copenhagen as time runs out to make it to the Big Island this October. Meanwhile, the women are in action at 70.3 Timberman, which makes a return to the calendar for the first time since 2016. Ironman Copenhagen 2021 Race Preview With […] The post Weekend Preview: Ironman Copenhagen & Ironman 70.3 Timberman appeared first on PTO .","Thu, 19 Aug 2021 15:59:51 +0000"
https://protriathletes.org/news/weekend-preview-14-15-august-2021/,Weekend Preview 14-15 August 2021,"The Collins Cup qualification period may have ended, but there will still be some hard-fought racing this weekend at the Ironman European Championships. For 2021, the men’s and women’s IM Euro champs take place at different races. The men will do battle at IM Frankfurt and the women at the inaugural IM Finland, each race […] The post Weekend Preview 14-15 August 2021 appeared first on PTO .","Thu, 12 Aug 2021 16:15:39 +0000"
https://protriathletes.org/news/weekend-preview-7-8-august-2021/,Weekend Preview 7-8 August 2021,"The final weekend of Collins Cup qualification racing has some big names doing battle at 70.3 Boulder, 70.3 Switzerland and 70.3 Gdynia for a chance to make it to Samorin. With the cut-off for Collins Cup qualification on 9 August and teams announced just a few days later, this weekend’s trio of races is the […] The post Weekend Preview 7-8 August 2021 appeared first on PTO .","Fri, 06 Aug 2021 13:24:37 +0000"
https://protriathletes.org/news/tri-bulletin-29-07-21/,Tri Bulletin 29.07.21,"2021 continues to be a stellar year in the world of triathlon with the performance bar being raised at all distances ahead of the inaugural Collins Cup, which is now just a month away! In this edition of the Tri Bulletin, we cover the Olympic individual races, the possibility of seeing an Olympic Champion at […] The post Tri Bulletin 29.07.21 appeared first on PTO .","Thu, 29 Jul 2021 10:43:13 +0000"
https://protriathletes.org/news/tokyo-2020-olympic-mixed-relay-triathlon-preview/,Tokyo 2020 Olympic Mixed Relay Triathlon Preview,"The Mixed Relay Triathlon makes its Olympic debut at Tokyo 2020 this Saturday – here are the nations to look out for. With 19 teams of four athletes doing battle for their countries at a blistering pace, the Mixed Relay is one of the most exciting and dynamic events of the entire Tokyo 2020 Olympic […] The post Tokyo 2020 Olympic Mixed Relay Triathlon Preview appeared first on PTO .","Tue, 27 Jul 2021 15:03:55 +0000"
https://protriathletes.org/news/tokyo-2020-tri-fantasy-game/,Tokyo 2020 Tri Fantasy Game,"The PTO’s Tri Fantasy Game for the Tokyo 2020 Olympic Games is now live, giving you a fun way to get involved with the upcoming races and see how you stack up with other players around the world. If you follow the world of short-course triathlon and know your Taylor Knibb from your Tayler Reid […] The post Tokyo 2020 Tri Fantasy Game appeared first on PTO .","Sun, 25 Jul 2021 15:24:59 +0000"
https://protriathletes.org/news/collins-cup-hopefuls-at-the-tokyo-2020-olympic-games/,Collins Cup Hopefuls At The Tokyo 2020 Olympic Games,"The Tokyo 2020 Olympic Games triathlons are certainly the biggest short-course races of this year, but there are a select few on the start line in Japan who could also be part of another history-making event this summer – the inaugural Collins Cup on 28 August. Taking inspiration from golf’s Ryder Cup, this new triathlon […] The post Collins Cup Hopefuls At The Tokyo 2020 Olympic Games appeared first on PTO .","Sun, 25 Jul 2021 15:13:46 +0000"
https://protriathletes.org/news/tokyo-2020-olympic-games-womens-triathlon-preview/,Tokyo 2020 Olympic Games Women’s Triathlon Preview,"After an extra year of waiting for the chance to vie for Olympic glory, the women’s Tokyo 2020 Olympic triathlon event – held on Tuesday 27 July 2021 06:30 Tokyo time – will showcase a heady mix of pure athleticism, steely mental toughness and high-pressure excitement. Five years since the last Games could be one […] The post Tokyo 2020 Olympic Games Women’s Triathlon Preview appeared first on PTO .","Fri, 23 Jul 2021 16:01:36 +0000"
https://protriathletes.org/news/tokyo-2020-olympic-games-mens-triathlon-preview/,Tokyo 2020 Olympic Games Men’s Triathlon Preview,"It’s been five years since we’ve got to experience all the hype, excitement and heart-thumping action of an Olympic triathlon race so the men’s event – held on Monday 26 July 2021 at 06:30 Tokyo time – has a lot to live up to. Fortunately, there is some incredible talent set to battle it out […] The post Tokyo 2020 Olympic Games Men’s Triathlon Preview appeared first on PTO .","Fri, 23 Jul 2021 07:00:22 +0000"
https://protriathletes.org/news/tokyo-2020-olympic-games-triathlons-all-you-need-to-know/,Tokyo 2020 Olympic Games Triathlons – All You Need To Know,"The Tokyo 2020 Olympic Games triathlons will showcase the world’s best short-course racers on the grandest stage in sport – here’s everything you need to know. For short course athletes, the Olympic Games Triathlon is the pinnacle of the sport. It represents the culmination of a four-year cycle – five in the case of this […] The post Tokyo 2020 Olympic Games Triathlons – All You Need To Know appeared first on PTO .","Wed, 21 Jul 2021 11:28:39 +0000"
https://slowtwitch.com/triathlon/pto-world-triathlon-partnership-expands-with-t100-and-world-cup-race-in-valencia/,PTO/ World Triathlon Partnership Expands with T100 and World Cup Race in Valencia,PTO and World Triathlon partnership sees organizations co-host elite races in Spain The post PTO/ World Triathlon Partnership Expands with T100 and World Cup Race in Valencia first appeared on Slowtwitch News .,"Mon, 03 Mar 2025 12:24:07 +0000"
https://slowtwitch.com/triathlon/third-ironman-pro-win-for-regan-hollioake-in-new-zealand/,Third IRONMAN Pro Win for Regan Hollioake in New Zealand,It doesn't start until 20 K ... The post Third IRONMAN Pro Win for Regan Hollioake in New Zealand first appeared on Slowtwitch News .,"Sat, 01 Mar 2025 04:58:31 +0000"
https://slowtwitch.com/triathlon/make-that-three-mike-phillips-takes-ironman-new-zealand/,Make that Three: Mike Phillips Takes IRONMAN New Zealand,Kiwi star uses course knowledge to nail third win in Taupo and set new course record The post Make that Three: Mike Phillips Takes IRONMAN New Zealand first appeared on Slowtwitch News .,"Sat, 01 Mar 2025 03:38:18 +0000"
https://slowtwitch.com/triathlon/rouvy-pivots-on-fulgaz/,ROUVY Pivots on FulGaz,"""As long as users keep using it - ROUVY will keep running it"" The post ROUVY Pivots on FulGaz first appeared on Slowtwitch News .","Fri, 28 Feb 2025 20:03:24 +0000"
https://slowtwitch.com/industry/tariffs-and-triathlon-products-what-might-go-up/,Tariffs and Triathlon Products – What Might Go Up?,President Trump announced another round of tariffs on Chinese goods. How might that impact multisport products? The post Tariffs and Triathlon Products – What Might Go Up? first appeared on Slowtwitch News .,"Fri, 28 Feb 2025 17:44:26 +0000"
https://slowtwitch.com/triathlon/laura-philipp-heads-back-to-roth/,Laura Philipp Heads Back to Roth,Challenge Roth secures another IRONMAN World Champion to their start list. The post Laura Philipp Heads Back to Roth first appeared on Slowtwitch News .,"Thu, 27 Feb 2025 16:30:02 +0000"
https://slowtwitch.com/triathlon/imogen-simmonds-provisionally-suspended-for-anti-doping-rule-violation/,Imogen Simmonds Provisionally Suspended for Anti-Doping Rule Violation,Simmonds tested positive in the lead-up to the IRONMAN 70.3 World Championships. The post Imogen Simmonds Provisionally Suspended for Anti-Doping Rule Violation first appeared on Slowtwitch News .,"Wed, 26 Feb 2025 14:17:03 +0000"
https://slowtwitch.com/triathlon/rico-bogen-makes-big-changes-heading-into-2025-season/,Rico Bogen Makes Big Changes Heading into 2025 Season,"Rising German star leaves bike sponsor, along with coach and management team The post Rico Bogen Makes Big Changes Heading into 2025 Season first appeared on Slowtwitch News .","Wed, 26 Feb 2025 00:14:13 +0000"
https://slowtwitch.com/triathlon/ironman-tweaks-drafting-cycling-equipment-rules-for-2025/,"IRONMAN Tweaks Drafting, Cycling Equipment Rules for 2025","IRONMAN has released its 2025 Global Competition Rules, in advance of the ruleset taking effect in just over three weeks on March 17, 2025. The first race to be contested under the revised ruleset will be IRONMAN 70.3 Geelong on March 23, which also happens to be the kickoff of the 2025 IRONMAN Pro Series. […] The post IRONMAN Tweaks Drafting, Cycling Equipment Rules for 2025 first appeared on Slowtwitch News .","Tue, 25 Feb 2025 22:50:10 +0000"
https://slowtwitch.com/triathlon/al-trautwig-long-time-voice-of-ironman-kona-broadcasts-passes-away/,"Al Trautwig, Long-Time Voice of IRONMAN Kona Broadcasts, Passes Away","Trautwig passed from complications of cancer. He was 68. The post Al Trautwig, Long-Time Voice of IRONMAN Kona Broadcasts, Passes Away first appeared on Slowtwitch News .","Tue, 25 Feb 2025 15:19:02 +0000"
https://beyondgoinglong.co.uk/?p=1,First post,"Welcome to WordPress. This is your first post. Edit or delete it, then start writing! The post First post appeared first on remembrance100.co.uk .","Sat, 26 Jun 2021 10:15:52 +0000"
https://triathloninsight.com/triathlon-news/synergy-returns-as-official-wetsuit-partner-of-by-supertri-events-in-north-america/,Synergy returns as official wetsuit partner of By Supertri Events in North America,"Supertri has announced a multi-year extension to its partnership with Synergy. As the Official Wetsuit Partner of By Supertri events in North America, Synergy will support athletes at key races, including Long Beach and Chicago. The renewed partnership with Synergy has expanded this year to cover additional By Supertri events, further strengthening its presence across … The post Synergy returns as official wetsuit partner of By Supertri Events in North America appeared first on Triathlon Insight .","Fri, 28 Feb 2025 08:46:20 +0000"
https://triathloninsight.com/triathlon-news/ironman-releases-updates-for-2025-ironman-global-competition-rules/,IRONMAN releases updates for 2025 IRONMAN Global Competition Rules,"IRONMAN has released its updated 2025 Global Competition Rules for the IRONMAN® and IRONMAN® 70.3® Triathlon Series. The main updates made for 2025 align with World Triathlon and relate to time penalties for Blue Card Violations (including Drafting) and equipment specifications, such as regulations on Water Bottles and Hydration Systems. The updated rules will be … The post IRONMAN releases updates for 2025 IRONMAN Global Competition Rules appeared first on Triathlon Insight .","Wed, 26 Feb 2025 12:24:36 +0000"
https://triathloninsight.com/triathlon-news/koo-eyewear-joins-forces-with-bmc-pro-triathlon-team-as-official-eyewear-partner-for-2025-season/,KOO Eyewear joins forces with BMC Pro Triathlon Team as official eyewear partner for 2025 season,"KOO Eyewear and KASK Helmets has been selected as the official eyewear partner of the BMC Pro Triathlon Team for the next two seasons, equipping the 2025 roster of seven elite athletes with cutting-edge optics designed for peak performance in training and competition. Since its launch in 2014, the BMC Pro Triathlon Team has become … The post KOO Eyewear joins forces with BMC Pro Triathlon Team as official eyewear partner for 2025 season appeared first on Triathlon Insight .","Wed, 26 Feb 2025 11:42:32 +0000"
https://triathloninsight.com/triathlon-news/own-a-stake-in-pelotan-high-performance-sunscreen-brand-launches-crowdfunding-campaign/,Own a stake in Pelotan – High-performance sunscreen brand launches Crowdfunding campaign,"Pelotan, the high-performance sunscreen brand engineered for athletes, has announced the opening of its equity-based Crowdcube campaign. The crowdfunding campaign sees Pelotan welcome its community to own a part of the brand. Pelotan is on a mission to protect every athlete from the sun by offering high-performance sunscreen to people worldwide living active lifestyles. Founded … The post Own a stake in Pelotan – High-performance sunscreen brand launches Crowdfunding campaign appeared first on Triathlon Insight .","Thu, 20 Feb 2025 16:09:34 +0000"
