channel_id,title,videoId,thumbnail,publishedAt
UCXEsrQcmNK6gCAVSmhoIYZw,Changing My Bike Set-Up For Ironman 70.3 World Champs,X4KLc6tJlms,https://i.ytimg.com/vi/X4KLc6tJlms/mqdefault.jpg,2024-11-19T14:27:00Z
UC0VKd5PFrhj-qsnWw8VVmyQ,PRO Ironman Does Last BIG RUN Session before IRONMAN NEW ZEALAND!,78gfR_UR4Ss,https://i.ytimg.com/vi/78gfR_UR4Ss/mqdefault.jpg,2025-02-21T21:05:30Z
UC0VKd5PFrhj-qsnWw8VVmyQ,400M But Each Rep I Get FASTER!,vU7Yy0NCmbs,https://i.ytimg.com/vi/vU7Yy0NCmbs/mqdefault.jpg,2025-02-05T20:32:22Z
UC0VKd5PFrhj-qsnWw8VVmyQ,Stay Hard! #ironman,WtRzuiMtjlA,https://i.ytimg.com/vi/WtRzuiMtjlA/mqdefault.jpg,2025-01-17T08:29:59Z
UC0VKd5PFrhj-qsnWw8VVmyQ,3 Days In January... In the life of a PRO TRIATHLETE!,XFPXatPPcy8,https://i.ytimg.com/vi/XFPXatPPcy8/mqdefault.jpg,2025-01-11T08:00:23Z
UC0VKd5PFrhj-qsnWw8VVmyQ,Double Alpha/Double Threshold! #ironman,5-RNPcmc5TE,https://i.ytimg.com/vi/5-RNPcmc5TE/mqdefault.jpg,2024-12-22T09:41:59Z
UC0VKd5PFrhj-qsnWw8VVmyQ,Who cares about what other people think! #triathlon,_-yO_tjnOAM,https://i.ytimg.com/vi/_-yO_tjnOAM/mqdefault.jpg,2024-12-20T02:34:47Z
UC0VKd5PFrhj-qsnWw8VVmyQ,PRO IRONMAN vs HYROX! THE SEQUEL!,eGpDqRYmnFM,https://i.ytimg.com/vi/eGpDqRYmnFM/mqdefault.jpg,2024-12-12T18:00:32Z
UC0VKd5PFrhj-qsnWw8VVmyQ,I&#39;m a hybrid athlete now #hyrox,XazIN3dDP6A,https://i.ytimg.com/vi/XazIN3dDP6A/mqdefault.jpg,2024-12-10T08:32:31Z
UC0VKd5PFrhj-qsnWw8VVmyQ,Box ticked ✅️ #ironman,_iII0XC_9FI,https://i.ytimg.com/vi/_iII0XC_9FI/mqdefault.jpg,2024-12-09T11:08:59Z
UC0VKd5PFrhj-qsnWw8VVmyQ,Winter Training Update | CROSS COUNTRY SESSION!,e34jirSYzGA,https://i.ytimg.com/vi/e34jirSYzGA/mqdefault.jpg,2024-11-29T08:16:15Z
